Zcurve12_A.x	Zcurve12_A.y	Zcurve12_A.z	Zcurve12_C.x	Zcurve12_C.y	Zcurve12_C.z	Zcurve12_G.x	Zcurve12_G.y	Zcurve12_G.z	Zcurve12_T.x	Zcurve12_T.y	Zcurve12_T.z
0.0	0.0	0.0	0.30000000000000004	-0.3	0.1	-0.1	0.1	-0.1	0.0	0.0	0.0
-0.1	0.30000000000000004	0.1	0.0	0.0	0.0	0.1	-0.1	0.1	0.0	0.0	0.0
0.0	0.0	0.0	-0.1	0.09999999999999998	0.1	0.0	0.0	0.0	0.1	-0.3	0.1
-0.1	0.1	-0.09999999999999998	0.0	0.0	0.0	0.1	0.1	0.30000000000000004	0.0	0.0	0.0
0.0	0.0	0.0	0.1	-0.09999999999999998	0.1	0.0	0.0	0.0	-0.09999999999999998	-0.09999999999999998	0.09999999999999998
0.0	-0.2	0.2	-0.1	0.09999999999999998	0.1	0.0	0.0	0.0	0.10000000000000003	-0.1	-0.1
0.1	0.1	-0.1	0.0	0.0	0.0	-0.1	-0.09999999999999998	0.1	0.0	-0.19999999999999998	-0.2
0.0	0.0	0.0	0.10000000000000003	0.1	-0.1	0.0	0.0	0.0	-0.09999999999999998	-0.3	0.30000000000000004
0.0	0.2	-0.2	-0.09999999999999998	0.1	-0.1	0.0	0.0	0.0	0.1	-0.1	0.1
0.1	0.1	0.1	0.0	0.0	0.0	-0.09999999999999998	0.1	0.1	0.0	0.0	0.0
0.1	0.1	0.09999999999999998	0.0	0.2	0.2	-0.1	-0.1	-0.1	0.0	0.0	0.0
0.0	0.0	0.0	-0.19999999999999998	0.0	0.2	0.1	-0.1	0.09999999999999998	-0.1	0.1	-0.09999999999999998
0.1	-0.1	-0.1	-0.1	0.1	0.09999999999999998	0.2	0.0	0.19999999999999998	0.0	0.0	0.0
-0.1	0.1	0.09999999999999998	0.0	0.0	0.0	0.1	-0.1	-0.1	0.0	-0.2	-0.2
-0.1	0.1	-0.1	0.0	0.2	0.2	0.1	-0.1	0.1	0.0	0.0	0.0
0.0	0.0	0.0	-0.10000000000000003	0.1	-0.1	0.0	0.2	-0.2	0.1	-0.1	0.09999999999999998
0.0	0.0	0.0	0.0	0.0	0.0	-0.30000000000000004	0.10000000000000003	0.30000000000000004	0.1	-0.1	-0.1
0.0	0.0	0.0	0.1	-0.1	-0.1	-0.30000000000000004	0.3	0.1	0.0	0.0	0.0
0.1	-0.1	-0.1	0.0	0.0	0.0	-0.1	0.30000000000000004	0.30000000000000004	0.0	0.0	0.0
0.1	-0.1	0.09999999999999998	0.0	-0.2	-0.2	-0.1	0.1	-0.1	0.0	0.0	0.0
0.09999999999999998	0.10000000000000003	0.09999999999999998	0.0	0.0	0.0	-0.1	0.1	0.1	0.0	0.0	0.0
-0.1	0.09999999999999998	-0.1	0.30000000000000004	-0.1	0.3	0.0	0.0	0.0	0.0	0.0	0.0
