MMI_AA	MMI_AC	MMI_AG	MMI_AT	MMI_CC	MMI_CG	MMI_CT	MMI_GG	MMI_GT	MMI_TT	MMI_AAA	MMI_AAC	MMI_AAG	MMI_AAT	MMI_ACC	MMI_ACG	MMI_ACT	MMI_AGG	MMI_AGT	MMI_ATT	MMI_CCC	MMI_CCG	MMI_CCT	MMI_CGG	MMI_CGT	MMI_CTT	MMI_GGG	MMI_GGT	MMI_GTT	MMI_TTT
0.0	0.0	-0.022314355131420993	0.0	-0.0827527821845719	0.3858270628635786	0.05753641449035621	-0.044628710262842	-0.044628710262841986	0.0	0.0	0.0	0.021912548683229893	0.0	0.0	0.051179358588181595	0.0	-0.0004018064481910999	-0.022314355131420993	0.0	-0.0804905789368245	0.1628310112072725	0.3608626046030788	-1.0552502611803247	-0.05778832392407213	0.057536414490356236	-0.022716161579612038	-0.0446287102628419	-0.044628710262841986	0.0
0.0531546946579243	0.08837675401685952	-0.070144598337464	0.0	0.0	-0.0883767540168595	0.0	0.0	0.0	0.0	0.418769931326898	0.1735786408709234	0.4990322846933223	0.0531546946579243	0.25012358010286073	0.09063895726460691	-0.3552386327707912	0.2586657520781272	-0.070144598337464	0.0	0.0	-0.44361538678765056	0.0	-0.08837675401685949	-0.08837675401685963	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.1394593163934585	-0.2087740344494532	0.0	0.0295980875266476	0.0871345020170038	0.0	0.0	0.0	0.0	0.0	-0.36787102704084573	0.0	0.0	-0.1170672396198068	0.0	0.0	-0.37361102508057487	-0.4727186377014785	-0.47174746160103165	-0.7292451937147438	1.4195170221675149	0.0	-0.3678774399167211	-0.0117312052222295	0.5150460521776232
0.0	0.08837675401685949	0.1969957308838147	0.0	0.0	-0.0596085467716813	0.0	-0.0531546946579243	0.0	0.0	0.0	0.4548622769368715	0.43365154820034857	0.0	0.17536800391288537	-4.333087380755373	0.08837675401685949	-1.4703624152342831	0.1969957308838147	0.0	0.0	-0.4826824762887806	0.0	-0.4252237834406552	-0.0596085467716813	0.0	-0.418769931326898	-0.0531546946579243	0.0	0.0
0.0	0.028768207245178104	0.0	0.0	-0.0531546946579243	0.028768207245178104	0.0064538521137571005	0.0	-0.022314355131421	0.01848088983244711	0.0	-0.012856790054940614	0.0	0.0	-0.42770396959741314	0.02876820724517759	0.028768207245178104	0.0	0.0	0.0	-0.418769931326898	-0.0531546946579243	-0.031242145974694324	0.02876820724517809	0.050680755928408094	0.0163103308289369	0.0	0.021912548683229893	-0.012457876416241	-0.005670733111832915
0.0	-0.0295980875266476	0.0	0.13424771627955712	0.0	-0.18000582720427505	0.02355660713127669	0.0	0.15123761995909699	0.0	0.0	0.3678774399167211	0.0	0.11006301586166611	0.3382793523900735	-0.3974691145674933	0.7734508484521943	0.0	0.3952882831565082	0.2029878522682214	0.0	-1.0893090543116952	-0.1013634029927756	-0.9014438544751245	1.9574119037387994	-0.0778067958614989	0.0	0.039067089501129915	0.19030470946022682	0.0
0.0	0.040546510810816394	0.03646431135879091	-0.1978256111652843	0.0	0.0	0.0	-0.08925742052568379	0.3282906483732224	0.0	0.0	0.0	-0.032421092495134085	0.2274469474228156	0.04054651081081642	0.008125418315682392	0.26799345823363196	0.004043218863656883	-0.0626368883862374	1.8040828834081344	0.0	0.0	0.0	0.0	0.0	0.0	-0.12167851302081792	0.9689133671541896	-2.778715875694986	0.0
0.0	0.0	0.0	-0.018232155679395498	0.0575364144903561	0.0	-0.3430217507290103	0.0	-0.018232155679395498	0.075056678070959	0.0	0.0	0.0	0.022092398117533496	0.0	0.0	0.022092398117533496	0.0	0.022092398117533607	0.4887985090987904	0.044679624435415566	0.0575364144903561	-0.5978784050243626	0.0	-0.3165843085805419	-0.29173503226870645	0.0	0.022092398117533496	0.3717312694789836	0.44722545587476403
0.0	0.1106911091482805	0.0	-0.180005827204275	0.0531546946579243	-0.0287682072451781	-0.1682275236386367	0.0	0.0693147180559946	0.0	0.0	-0.3550206498617805	0.0	0.3288103504155912	0.0822186064543438	-0.006376130471526298	0.1129533123960278	0.0	0.445877590035398	0.1488045232113162	0.418769931326898	0.05315469465792427	0.0531546946579243	-0.02876820724517809	-0.028768207245178035	-0.16822752363863672	0.0	0.43365154820034857	0.5029662662563432	0.0
0.0295980875266476	-0.04054651081081649	-0.05469646703818637	0.0	0.0	0.022314355131421	0.0	-0.0291297927362094	0.0	0.0	-0.3382793523900735	0.02959808752664761	0.02806422948738868	0.0295980875266476	-0.040546510810816505	0.07498687076973173	-0.0405465108108164	0.9696703774281421	-0.05469646703818637	0.0	0.0	-0.021912548683229893	0.0	-0.0409210734248107	0.022314355131420993	0.0	-0.12502283001010311	-0.0291297927362094	0.0	0.0
