MMI_AA,MMI_AC,MMI_AG,MMI_AT,MMI_CC,MMI_CG,MMI_CT,MMI_GG,MMI_GT,MMI_TT,MMI_AAA,MMI_AAC,MMI_AAG,MMI_AAT,MMI_ACC,MMI_ACG,MMI_ACT,MMI_AGG,MMI_AGT,MMI_ATT,MMI_CCC,MMI_CCG,MMI_CCT,MMI_CGG,MMI_CGT,MMI_CTT,MMI_GGG,MMI_GGT,MMI_GTT,MMI_TTT
0.0,0.0,0.1106911091482805,0.0,0.0827527821845719,0.0827527821845719,0.221382218296561,-0.027938326963708588,0.221382218296561,0.0,0.0,0.0,-0.35502064986178056,0.0,0.0,-0.02847250269393664,0.0,-0.24432954071350005,0.1106911091482805,0.0,0.08049057893682454,0.08049057893682454,0.07052674034952253,-0.3631248078508262,0.5141421271371732,0.32622341608131844,-0.38295897682548913,-0.040164368798757955,0.32622341608131844,0.0
0.029598087526647627,0.2651302620505785,0.07014459833746406,0.0,-0.07256703722655052,0.17675350803371903,0.3153829441457081,0.0,0.0,0.0,-0.3382793523900735,0.12322892155279389,-0.41627950250875045,0.029598087526647627,-1.7835714781147238,0.26286805880283115,0.5916784092184224,-0.2586657520781272,0.07014459833746406,0.0,-0.4056751384051011,0.35882230772605084,1.9885873027426881,0.28159470581847645,1.9113597008351138,2.0499891369471026,0.0,0.0,0.0,0.0
0.029598087526647627,0.0,0.41837794918037574,0.0,0.0,0.41837794918037574,0.2789186327869172,0.0,0.0,0.1106911091482805,-0.3382793523900735,0.029598087526647627,0.017372045691598004,0.029598087526647627,0.0,0.4727122248256031,0.0,0.5232191469651332,0.41837794918037574,0.0,0.0,0.4727122248256031,0.10484119778475744,0.5232191469651332,0.5232191469651332,-1.3907017165789282,0.0,0.0,0.0,-0.21811924126731075
0.0,0.17675350803371903,0.221382218296561,0.0,-0.006504638341111967,0.038124071921729945,0.0,0.0827527821845719,0.0,0.0,0.0,-0.3612314429107253,-0.32881035041559126,0.0,0.14207021229083766,-1.9265183895324751,0.17675350803371903,0.21912001504881365,0.221382218296561,0.0,-0.36773608125183727,-0.00876684158885932,-0.006504638341111967,0.03586186867398261,0.038124071921729945,0.0,0.08049057893682454,0.0827527821845719,0.0,0.0
0.0,0.1106911091482805,0.18000582720427502,0.0,0.0827527821845719,0.04137639109228595,-0.027938326963708588,0.0,0.04137639109228595,0.24576870570930712,0.0,-0.35502064986178056,-0.32881035041559126,0.0,0.08221860645434387,-1.9925807884179136,0.1106911091482805,-0.14880452321131624,0.18000582720427502,0.0,0.08049057893682454,-0.24605756823101937,-0.3893351072970155,-0.2874339593233053,-0.3136442587694946,-0.01508794978464345,0.0,-0.35502064986178056,0.05422676827135109,0.3093615923865174
0.029598087526647627,0.029598087526647627,0.0,0.19782561116528433,0.0,0.540017481612825,0.19782561116528433,0.0,0.07014459833746406,0.0,-0.3382793523900735,-0.3382793523900735,0.029598087526647627,0.12869928727167593,-0.3382793523900735,0.3974691145674933,-1.0492248995061524,0.0,-0.22744694742281563,-0.0296213362575313,0.0,1.1941502520964526,-0.22744694742281563,1.366296706668432,-3.7006721468964434,-0.0296213362575313,0.0,-0.3678774399167211,-0.29773284157925706,0.0
0.0,0.1394593163934586,0.14028919667492812,0.19782561116528433,0.0,0.0,0.0,0.0827527821845719,0.14028919667492812,0.029598087526647627,0.0,0.10484119778475744,-0.32881035041559126,-0.22744694742281563,0.24430051417821602,-0.18935103402213266,-0.08798763102935703,-0.30558839336046995,0.2393903964199564,-1.8040828834081342,0.0,0.0,0.0,0.0,0.0,0.0,-0.24605756823101937,-0.26176140485805055,-0.20422499036769431,-0.3382793523900735
0.0,0.0,0.24932054526026956,0.08837675401685952,-0.027938326963708588,0.0,0.5534555457414024,0.0,0.08837675401685952,-0.07256703722655052,0.0,0.0,0.10484119778475744,-0.3331081011785506,0.0,0.10484119778475744,-0.3331081011785506,0.354161743045027,-1.858249103068884,-0.3617985867814979,-0.38295897682548913,-0.027938326963708588,0.18159890251561195,0.0,-0.01222604183504937,0.541229503906353,0.0,-0.3331081011785506,-0.2447313471616911,-0.4056751384051011
0.0,0.0,0.08837675401685952,0.18000582720427502,0.029598087526647627,-0.021484474849951456,0.2789186327869172,0.11188257492078134,0.019062035960864972,0.0,0.0,0.0,-0.3331081011785506,-0.32881035041559126,0.0,-0.3331081011785506,-0.002262203247747341,0.12313967987915458,-0.35750083601853855,-0.14880452321131624,-0.3382793523900735,-0.303510013651903,0.017372045691598254,-0.3545925760285021,-1.6911048242157969,0.3837598305716746,0.0599420800174435,-0.2169277754948099,-0.3097483144547263,0.0
0.0,0.1106911091482805,0.3867697944830278,0.0,0.0,0.019062035960864972,0.1106911091482805,0.11188257492078134,0.0,0.1106911091482805,0.0,-0.32881035041559126,-0.27424019301469943,0.0,-0.21811924126731075,-0.2806163234862257,-0.006376130471526312,-0.46975571424960816,0.3867697944830278,0.0,0.0,-0.3331081011785506,-0.32881035041559126,0.053824961823160045,-0.3097483144547263,-0.33518648088711755,0.2055134089469276,0.11188257492078134,0.0,-0.21811924126731075
