Zcurve36_1_A.x	Zcurve36_1_A.y	Zcurve36_1_A.z	Zcurve36_2_A.x	Zcurve36_2_A.y	Zcurve36_2_A.z	Zcurve36_3_A.x	Zcurve36_3_A.y	Zcurve36_3_A.z	Zcurve36_1_C.x	Zcurve36_1_C.y	Zcurve36_1_C.z	Zcurve36_2_C.x	Zcurve36_2_C.y	Zcurve36_2_C.z	Zcurve36_3_C.x	Zcurve36_3_C.y	Zcurve36_3_C.z	Zcurve36_1_G.x	Zcurve36_1_G.y	Zcurve36_1_G.z	Zcurve36_2_G.x	Zcurve36_2_G.y	Zcurve36_2_G.z	Zcurve36_3_G.x	Zcurve36_3_G.y	Zcurve36_3_G.z	Zcurve36_1_T.x	Zcurve36_1_T.y	Zcurve36_1_T.z	Zcurve36_2_T.x	Zcurve36_2_T.y	Zcurve36_2_T.z	Zcurve36_3_T.x	Zcurve36_3_T.y	Zcurve36_3_T.z
0.0192307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769204	0.0	-0.019230769230769197	-0.0096153846153846	-0.0096153846153846	0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0096153846153846	0.0096153846153846	-0.009615384615384599	0.0	0.0	0.0
0.0096153846153846	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.009615384615384599	0.0	0.0	0.0	0.0	0.019230769230769204	0.01923076923076919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384599	-0.0096153846153846	0.009615384615384599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769204	0.0	-0.01923076923076919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0096153846153846	-0.009615384615384602	-0.009615384615384599	0.0	0.0	0.0	0.0	0.0	0.0	-0.009615384615384599	0.009615384615384602	0.0096153846153846	0.0	0.0	0.0
-0.0192307692307692	0.0	0.0	0.009615384615384602	0.009615384615384599	0.009615384615384599	0.0	0.0	0.0	0.0	0.0192307692307692	0.0192307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009615384615384602	-0.0096153846153846	-0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.0192307692307692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0096153846153846	-0.009615384615384602	0.009615384615384602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0192307692307692	0.0192307692307692	-0.009615384615384602	0.009615384615384602	-0.009615384615384602	0.0	0.0	0.0
0.0192307692307692	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0192307692307692	0.0192307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384599	-0.0096153846153846	0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0096153846153846	-0.0096153846153846	0.009615384615384609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.0096153846153846	0.0	0.0	0.0	0.0	-0.019230769230769197	-0.019230769230769197	0.0	0.0	0.0	0.0	0.0	0.0
0.0288461538461538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.019230769230769197	0.019230769230769197	0.009615384615384602	0.0096153846153846	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0096153846153846	-0.009615384615384602	0.009615384615384602	0.0	0.0	0.0
0.0192307692307692	0.0	0.0	0.0096153846153846	-0.009615384615384599	0.009615384615384599	0.0	0.0	0.0	0.0	-0.0192307692307692	-0.019230769230769197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0192307692307692	0.0	0.0	-0.009615384615384599	-0.0096153846153846	0.0096153846153846	0.0	0.0	0.0	0.0	0.0192307692307693	0.019230769230769204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384595	0.009615384615384599	-0.009615384615384602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
