Zcurve9_1.x,Zcurve9_1.y,Zcurve9_1.z,Zcurve9_2.x,Zcurve9_2.y,Zcurve9_2.z,Zcurve9_3.x,Zcurve9_3.y,Zcurve9_3.z
-0.009523809523809525,0.02857142857142857,0.10476190476190476,-0.06666666666666667,0.009523809523809525,0.02857142857142857,0.06666666666666667,0.02857142857142857,0.02857142857142857
-0.14285714285714285,0.009523809523809525,-0.08571428571428572,-0.02857142857142857,0.08571428571428572,0.06666666666666667,0.009523809523809525,0.047619047619047616,0.14285714285714285
-0.14285714285714285,-0.06666666666666667,0.06666666666666667,0.06666666666666667,-0.009523809523809525,0.18095238095238095,0.10476190476190476,-0.10476190476190476,0.047619047619047616
-0.02857142857142857,0.009523809523809525,-0.08571428571428572,-0.047619047619047616,0.06666666666666667,-0.047619047619047616,0.047619047619047616,-0.06666666666666667,0.02857142857142857
-0.02857142857142857,-0.009523809523809525,0.009523809523809525,-0.10476190476190476,-0.047619047619047616,0.12380952380952381,0.047619047619047616,0.047619047619047616,0.02857142857142857
-0.08571428571428572,0.009523809523809525,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.21904761904761905,-0.047619047619047616,-0.047619047619047616,0.21904761904761905
-0.2,-0.009523809523809525,-0.047619047619047616,-0.08571428571428572,0.02857142857142857,0.10476190476190476,-0.047619047619047616,-0.06666666666666667,0.2
0.02857142857142857,-0.06666666666666667,-0.02857142857142857,0.009523809523809525,0.009523809523809525,0.06666666666666667,0.009523809523809525,-0.10476190476190476,0.06666666666666667
-0.009523809523809525,0.047619047619047616,0.08571428571428572,-0.047619047619047616,-0.02857142857142857,0.12380952380952381,0.10476190476190476,0.06666666666666667,0.06666666666666667
-0.009523809523809525,-0.047619047619047616,-0.12380952380952381,0.02857142857142857,-0.009523809523809525,-0.23809523809523808,0.009523809523809525,-0.047619047619047616,0.12380952380952381
-0.02857142857142857,-0.047619047619047616,-0.06666666666666667,0.02857142857142857,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667,0.009523809523809525,-0.12380952380952381
-0.009523809523809525,-0.14285714285714285,0.047619047619047616,0.047619047619047616,-0.02857142857142857,0.18095238095238095,0.02857142857142857,-0.047619047619047616,0.06666666666666667
-0.06666666666666667,0.10476190476190476,-0.02857142857142857,-0.02857142857142857,0.12380952380952381,-0.009523809523809525,-0.02857142857142857,0.02857142857142857,-0.02857142857142857
0.009523809523809525,0.08571428571428572,0.18095238095238095,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.009523809523809525,0.009523809523809525,-0.047619047619047616
0.02857142857142857,-0.02857142857142857,0.08571428571428572,0.047619047619047616,0.02857142857142857,0.08571428571428572,0.08571428571428572,-0.02857142857142857,-0.047619047619047616
-0.009523809523809525,-0.009523809523809525,-0.12380952380952381,-0.02857142857142857,0.08571428571428572,-0.1619047619047619,-0.12380952380952381,0.047619047619047616,0.009523809523809525
-0.08571428571428572,0.02857142857142857,0.06666666666666667,0.02857142857142857,-0.08571428571428572,-0.12380952380952381,-0.047619047619047616,0.12380952380952381,0.047619047619047616
0.047619047619047616,-0.02857142857142857,0.06666666666666667,0.02857142857142857,-0.02857142857142857,0.1619047619047619,0.14285714285714285,-0.02857142857142857,0.047619047619047616
0.047619047619047616,0.08571428571428572,-0.009523809523809525,0.06666666666666667,0.10476190476190476,-0.009523809523809525,-0.08571428571428572,-0.047619047619047616,0.10476190476190476
-0.14285714285714285,-0.14285714285714285,0.02857142857142857,-0.009523809523809525,0.047619047619047616,-0.10476190476190476,0.02857142857142857,-0.009523809523809525,0.10476190476190476
0.02857142857142857,-0.047619047619047616,0.10476190476190476,-0.06666666666666667,0.02857142857142857,-0.02857142857142857,0.10476190476190476,0.009523809523809525,-0.02857142857142857
0.009523809523809525,-0.08571428571428572,-0.06666666666666667,0.047619047619047616,0.009523809523809525,0.02857142857142857,0.009523809523809525,-0.14285714285714285,-0.047619047619047616
-0.02857142857142857,-0.009523809523809525,0.009523809523809525,-0.009523809523809525,-0.12380952380952381,0.02857142857142857,-0.009523809523809525,0.009523809523809525,0.047619047619047616
-0.10476190476190476,0.08571428571428572,0.02857142857142857,-0.06666666666666667,-0.047619047619047616,-0.10476190476190476,0.047619047619047616,-0.02857142857142857,-0.009523809523809525
0.06666666666666667,0.047619047619047616,0.08571428571428572,-0.06666666666666667,0.009523809523809525,0.06666666666666667,0.10476190476190476,-0.02857142857142857,0.047619047619047616
-0.009523809523809525,-0.08571428571428572,0.02857142857142857,0.009523809523809525,0.06666666666666667,0.12380952380952381,0.009523809523809525,0.10476190476190476,0.1619047619047619
0.009523809523809525,0.047619047619047616,-0.1619047619047619,0.08571428571428572,-0.06666666666666667,-0.2,0.06666666666666667,-0.02857142857142857,-0.10476190476190476
-0.02857142857142857,-0.08571428571428572,0.12380952380952381,-0.08571428571428572,0.02857142857142857,-0.009523809523809525,0.047619047619047616,-0.047619047619047616,0.08571428571428572
-0.02857142857142857,-0.009523809523809525,0.047619047619047616,-0.047619047619047616,-0.02857142857142857,-0.14285714285714285,0.14285714285714285,0.009523809523809525,-0.06666666666666667
