MMI_AA	MMI_AC	MMI_AG	MMI_AT	MMI_CC	MMI_CG	MMI_CT	MMI_GG	MMI_GT	MMI_TT	MMI_AAA	MMI_AAC	MMI_AAG	MMI_AAT	MMI_ACC	MMI_ACG	MMI_ACT	MMI_AGG	MMI_AGT	MMI_ATT	MMI_CCC	MMI_CCG	MMI_CCT	MMI_CGG	MMI_CGT	MMI_CTT	MMI_GGG	MMI_GGT	MMI_GTT	MMI_TTT
0.0250343821571793	0.0	-0.0054252522909909034	0.0045636704178802015	0.0	-0.0014796142611792993	0.0042376939594601926	0.007343567467848399	-0.0025084244295965064	-0.004405760323324501	0.0	0.0	-0.012789121467695598	0.004296857265498902	0.0	-0.012789121467695619	0.004296857265498999	0.16398476426370548	-0.0011283950254920017	-0.0714781207761502	0.0	0.0068681848058551875	0.0028719306887970003	0.005388570544675786	0.0013923164276177001	-0.048781466667233604	0.31206505871690815	0.013148313186730501	-0.0770423271702437	-0.0727425411878526
-0.0036998412581725	0.0299130349998252	0.0025483154993913987	-0.004386414976408799	0.0	-0.026806905541333602	0.0	0.0024822508129835	0.005585064329212908	0.0	-0.0012931588244151004	0.0359311196597127	0.012950305260841503	-0.004723831513055599	-0.37615526259705145	-0.0874246730189906	0.0299130349998252	0.020222452273288588	0.002548315499391385	-0.004386414976408792	0.0	-0.0614633743713082	0.0	-0.06959731635317973	-0.02680690554133358	0.0	-0.006244660565908111	0.002482250812983533	0.005585064329212901	0.0
-0.0045710323439077	0.0	-0.005729178864068693	0.004745521554441898	0.0	0.0100210418132984	-0.014675586580687502	0.004509205219407299	-0.0213123290436312	0.0064938716008152	0.0	0.0	-0.012598338796192404	0.0039283196680119006	0.0	1.0004796221587577	-0.008445960540763103	0.0747505705143215	-0.04918337431729547	0.0086738412224538	0.0	0.31458638810229445	-0.07413253564559011	0.30016953793746826	-0.004060043183979199	-0.009136883315655292	-0.0179617329347721	-0.0092161356868645	0.009678818047883897	0.0058208047037079
-0.0050869517085795	0.011331383937598402	-0.020060237485824	-0.002564524763701899	0.0	-0.007981196587866298	0.0	0.006748330732936601	0.004048998439762003	0.0	0.004630930563623202	0.148107513002578	0.0045024495385542	0.005182109484996601	0.020832620951611203	0.108435818864271	0.0009472889127759981	-0.026529165336591505	-0.020060237485824	-0.002564524763701892	0.0	0.014377924054721304	0.0	-0.0058582386332931	0.0657067018946554	0.0	0.0062821543637873005	0.006748330732936604	0.004048998439761996	0.0
-0.0120646009585776	0.005495268493111188	0.0	-0.004142338666678291	-0.005833927357817999	0.0015700767123175002	0.001739481205413701	0.0	-0.0032546946666758975	0.0039046016898775	0.0	0.0106080481344758	0.0	-0.0022431200292894003	-0.11870231852779402	0.005495268493111327	0.029632877310179995	0.0	-0.0022431200292894055	-0.0257918784329125	0.0038278045537288863	-0.005833927357817997	0.0448251466838136	0.0015700767123175002	-0.0056388935010971	-0.08233089950323841	0.0	0.0007738081603720082	0.009893393702471102	0.0030665988114399996
0.0413970225386515	0.031020685218538305	0.004012373265486598	-0.005795936847485805	0.0	-0.0317537252258564	0.0	0.0033465914226779997	0.0066931828453561035	0.0	-0.0106740713007843	0.052044204644402	0.019127199631139596	-0.008430453596342993	-0.232838352073647	0.0585783384460207	0.0310206852185382	0.03157002649296925	0.004012373265486591	-0.005795936847485694	0.0	0.00947350019195	0.0	-0.0226153785308415	-0.0317537252258565	0.0	-0.00794356255536921	0.0033465914226779997	0.006693182845356194	0.0
0.0170512117954968	-0.011911779663371994	-0.0012822623818509998	-0.0081397049764481	0.0	0.009968777837632399	0.0	-0.0016732957113391	0.008545539446543904	0.0	0.003153919999351995	-0.006581235691314101	0.0133606868522591	-0.0039903495842780485	0.1594791992184561	-0.028718163653306303	0.0191981165560031	0.006349245606339371	0.0041600292614263	0.006503908339058798	0.0	0.3266797274935756	0.0	0.013586943858730827	0.0005477137216889916	0.0	0.009273387772351982	-0.005175714806083087	-0.0320681096175034	0.0
0.0062762319163669	0.0046788941483892	0.0	-0.0027474835079925996	-0.009012950801306402	0.0005198771275987998	0.0034336189162607056	0.0	-0.004579139179987493	0.004573254128147901	0.0	0.0076951889166809	0.0	0.0022256846533793995	0.012374083065070207	0.004678894148389734	-0.008950024224468403	0.0	0.002225684653379495	-0.0018929788497895998	0.0220492893072652	-0.009012950801306305	-0.0181840892412342	0.0005198771275988084	-0.0181114975726884	0.006383264007254585	0.0	-0.0040889742966005935	-0.02104239368536319	-0.0030290866949284
0.0036904553721755	-0.03476294516294709	-0.0041044455250867085	0.0028206799798439998	0.0	0.007630096073186701	0.0	-0.004396801064611501	-0.0060456014638407	0.0	0.0074255494711567005	-0.10150660785625021	-0.029177758063910597	0.007179912675966502	0.3034145029099682	8.823358704861128	0.09576259751168298	-0.04046211626496388	-0.004104445525086695	0.0028206799798440006	0.0	0.23431361029838232	0.0	-0.12456386413543019	0.0995997836987307	0.0	0.0017487409347990979	-0.0043968010646113	-0.0060456014638406	0.0
-0.0059567251226694	0.012165998086397595	-0.0037199299564791982	0.009187442810099401	0.0	-0.007941914799496599	0.0	0.007376646896799998	-0.013327277517466096	0.0	0.005448305482406712	-0.0025096642838010885	-0.0024214571404758984	-0.028790792528974762	0.020686267253356594	-0.027731472157918203	-0.1252352501331095	-0.003942986564649503	-0.0259123839847048	-0.017404949186569596	0.0	-0.004054817322614101	0.0	-0.0051762376630517005	0.06996175505361091	0.0	0.007922834252660993	-0.04692289998666771	-0.05170073720600188	0.0
