NMBroto_Twist.lag1,NMBroto_Twist.lag2,NMBroto_Twist.lag3,NMBroto_Tilt.lag1,NMBroto_Tilt.lag2,NMBroto_Tilt.lag3,NMBroto_Roll.lag1,NMBroto_Roll.lag2,NMBroto_Roll.lag3,NMBroto_Shift.lag1,NMBroto_Shift.lag2,NMBroto_Shift.lag3,NMBroto_Slide.lag1,NMBroto_Slide.lag2,NMBroto_Slide.lag3,NMBroto_Rise.lag1,NMBroto_Rise.lag2,NMBroto_Rise.lag3
-0.1270441512749325,0.15325069330667562,0.0016418009475259177,0.13491685991080488,0.18265287581985748,0.181265953585155,-0.12748858642742233,-0.040836462975126296,0.019216007550291177,0.9165661347700514,0.2459352191609791,0.013115554749827776,-0.24704888648224627,-0.1973280955605831,-0.055529505447845205,-0.27952905647197457,0.01903422174639592,0.0994887374165226
-0.8531027442711637,0.4058482618413047,0.17652906585688716,-0.46329848704132953,-0.2545804370881023,0.4672645885383198,-0.9346877968566647,0.36067925964830005,0.11549816624480294,-0.2319955480775318,0.00769883451227768,0.2044067108054631,-0.45299761427831087,0.19786090677331708,-0.20401003167087953,-0.6358943050954271,0.029737912166838444,0.40000421468146946
-0.7196110468954615,0.5078441699723506,-0.42874769327060047,-0.1409208481525355,-0.497565098023208,-0.15467966406215441,-0.45467971863003537,0.13561327581761848,-0.2116928601803238,0.8293818826679407,-0.0458631298862881,-0.33843002798909244,-0.8404875453755172,0.5944234998636638,-0.5359387968978196,-0.42594021444696484,-0.09111381093765862,0.027894331990802306
-0.2859163268781967,-0.6707426835463599,0.5938321105912989,-0.1518723256239045,-0.16617786169424753,0.37904792903840423,-0.8180088828098566,0.2716559619519969,-0.20329338732507132,-0.06999427054631603,-0.1353339537733568,0.17913813301541506,-0.1877984403570344,0.10840084831625113,-0.1153923241945901,-0.8202739931227483,0.3240275122669237,0.10299248672056183
-0.31243505377989517,0.15388682394933387,0.2080429983510284,0.1461361938879146,-0.108223599385282,-0.10909787483529776,-0.244280788162066,0.02773757406911466,0.07127503210164905,0.4519620362415238,-0.36701864845361,-0.44240730221134766,-0.8493874749537015,0.7185348955823315,0.12405713173493986,-0.3495585676894072,-0.006157302849271393,0.09015988676149303
-0.4202144819228592,-0.035837450270958526,-0.24072615890644616,-0.26303012346169596,0.026135682961889957,0.07616991485473996,-0.9436086469419289,0.6279890560761558,-0.07902536174561571,-0.15794245227562687,-0.22523467975819,0.036573697615578445,-0.23338174595607436,0.092881189445428,-0.22319051627779599,-0.9699750923291626,0.6650892732221947,-0.2574124710023913
-0.38557956705599766,-0.15429009538571403,-0.08202417286558984,-0.23363920204637248,-0.41924430540693125,-0.5016113564044689,-0.2867296107498909,-0.11345220488244939,-0.030748622772169994,-0.44789257122015197,0.15316203977144444,-0.33771374038362695,-0.35351358035371455,-0.6312197737168606,0.20812348128159913,-0.35600151746316366,-0.2613701369277987,-0.00038168399274841295
-0.3918945318768097,0.27853779821822483,-0.42598503256695724,-0.2384909472799811,-0.6349332990686205,-0.08879066550629987,-0.43835148273360036,0.2655350948180462,-0.19069941402776466,0.06582508619529835,-0.5807260615062357,-0.13899814385892778,-0.5620415665329658,0.4786901077544574,-0.20750308864317962,-0.42309308152182434,-0.011197581733143648,0.027379119572475852
-0.6448503286738656,0.2600165268606369,0.024777341102548957,-0.18011298565661868,0.22804772526883174,-0.26449650305892597,-0.36586217136678684,0.17957472968183236,-0.0010758165355875874,0.26384703613396876,-0.38596586001962985,-0.25793853700585345,-0.3951963241327276,0.2664424940663116,0.2864565617494786,-0.5189588865380629,0.24978643168661552,-0.1608784310760583
-0.5518091944923396,-0.12601912733709864,-0.18603410552606262,-0.10177115817812478,0.07014551507652071,-0.31809022700085626,-0.29348022414857566,-0.04499811950768169,-0.10267488057936659,0.008039879286717896,-0.021688020787713255,-0.1282165695632272,0.02811198571815247,-0.22361957097743146,-0.1021764242022353,-0.43523824042739356,0.03401754774627245,-0.1847443507025019
-0.004368816959081732,0.0500185234218274,-0.05082956727792117,-0.038686232214681836,0.4042164464653838,0.02741724753884665,-0.08820071246293686,-0.4101468283404145,-0.05341663231046968,0.20721460571486539,0.39817099925985566,-0.014718358276123151,-0.14389366234755585,0.15948749106364962,-0.10563664290183386,0.040328158893017156,-0.4422837384918189,0.1616399699050403
-0.4694656344557883,0.16547773955965972,-0.2410582600322843,-0.1579464856326197,0.2225128229736832,0.03662930757826781,-0.36085307850267545,0.06667605177413939,0.009419002545938407,0.6305036399342503,0.45763004967659404,0.2357597900598402,-1.1574432730719104,0.5901424017278959,-0.5851600724216057,-0.5907100743883871,0.09404781609477486,-0.01445673851447379
-0.24880089231235158,0.16346850893470405,-0.2562720790460977,0.031153466189619325,-0.1361460955520451,-0.10131018499051718,0.04143668409899477,-0.03618417079451735,-0.10785279431162527,-0.03083996209724655,-0.10371574790622326,0.06434238621833081,-0.051587274619563264,0.13725028755676236,-0.018833926186437984,0.056715504362291655,-0.24187376735571814,-0.13777938531843148
-0.45110889070935123,-0.24433136677730927,0.7846273461663634,-0.20079764464213815,-0.1883550902758116,0.34933725528188575,-0.5056199347087145,0.11736729409442109,0.3360512065109004,0.39690819518375287,-0.010301382338927773,-0.033925503169743354,-0.39200531429538604,0.13500306707907497,0.213303175940199,-0.6280970850987314,0.15312164517690396,0.3558107262766927
-0.9884047334391184,0.8849233257697503,-0.7179244985396569,-0.3520129762172288,0.8075522955926848,-0.5658301383253159,-0.7807801791713274,0.5661439744902782,-0.803930428269705,0.36157802412956264,0.3652475691538244,0.29086385536274595,-1.087783400322052,0.8632824778223903,-1.0962202057043142,-0.9687801619626213,0.819112406755174,-1.0053106701349253
-0.45207305690709965,-0.24819504421147143,0.6151569789768756,-0.4390101587217031,-0.35558776197049924,0.845216287899097,-0.6051042952462254,-0.5872154844277325,1.0725792090079895,0.10057292777435291,-0.08485937716033429,0.533838794833055,-0.7934845802525488,-0.4951159881893197,0.6663593767123698,-0.598059269595405,-0.5549943241844959,1.0166075407701363
-0.8748704702547693,0.7937994261888057,-1.1024610609438448,-0.4850737438136499,0.786554319389781,-1.1389124775742925,-0.6528843031439692,0.6898266406826916,-0.7212256561627043,0.8172335332933316,0.7543673724442786,-0.04641013211124536,-1.7233420423942876,1.4842030583806949,-1.1065979094062022,-0.963449034490425,0.8174142635757758,-0.9731233078039611
-0.32692035913736844,-0.14531349259315468,-0.15317969922511093,-0.32174831722167163,-0.7558456873840447,0.2426639209559882,-0.5070341797006512,-0.47651841945349516,-0.07384649601598023,-0.23236163750866165,-0.17216853955713513,-0.18080534184978123,-0.35630183245893066,0.06712156690280116,-0.20897366801900708,-0.2906517846323259,-0.7874632165675395,0.2197082201931753
-0.4031952896516669,-0.2443169969712591,0.37672866077207845,-0.24238804534887393,-0.11527714539385114,0.2284522022866172,-0.4662150708443723,0.0686369283709439,0.12599203332895217,0.1003809563971564,0.07854308992632802,-0.1879218331291756,-0.35427705855375213,0.12215800599555747,-0.43155980424491835,-0.6254526836873109,-0.08336039754582836,0.48321726985929037
-0.5139289039388806,-0.003969112968751304,0.3080090761185815,-0.3410318076989267,-0.23078865782227936,0.4545371682288918,-0.3866545345178747,0.049900310999693075,0.12039333675616057,-0.7259022097737886,-0.0027784789929770097,0.6045450031554386,-0.21225827624576787,-0.02920062863839728,0.2459023425877193,-0.5020628153814357,0.2789290867838926,-0.04954057018657416
-0.27254370164591457,0.023938008923424507,-0.020630988816938367,-0.30864967627989687,0.1487344438484936,-0.23315934917964865,-0.16135049845425714,-0.6252901435130097,-0.4395210643997071,-0.30022954206624003,0.16910632051258223,-0.06759980230275404,-0.07123581043315519,0.17326447385009408,0.18049099861772405,0.27731086546512973,-0.7269667991134765,-0.7105721264327463
-0.30479938560910685,-0.1949237893293579,-0.13213068158106622,-0.20459704672127185,-0.04528467477444492,-0.12937809172620515,-0.6160991245055292,0.43720925776989017,-0.341280647101177,0.11516346361101476,-0.24649808221694267,-0.19657559396234522,0.036287044712348594,0.10616440289679399,-0.2412307756751264,-0.6139710851807428,0.4860446694882803,-0.39804564534328096
-0.5194883036907625,0.17095094362844698,-0.0607403039133844,-0.45122657257730947,-0.20998206219622065,0.29105006639375436,-0.5130236183078642,-1.213058321917794,0.4211340680650754,-0.4809994479267221,0.19141852607685747,-0.023557905849788063,-0.43178170703141955,-0.42611601530196613,0.45029461858621567,-0.455700963548207,-0.7935195537879383,0.5215431290241087
-0.24199193067875535,-0.15216564792257303,0.41611358903970164,0.01707906543748016,-0.08619936525719818,0.5846834276928503,-0.3027290902188807,0.08185826793954275,0.301759309002224,0.27705397645781893,-0.11447370120754116,0.07942439113166433,-0.5534104606297717,0.7185190371632966,-0.23009726788874715,-0.47926334481300537,-0.07644778643195337,0.32314214335263464
-0.7974745763241406,0.37284360962076346,0.0038091411148050325,-0.24452685265637022,0.4325858751166897,-0.20309324006509397,-0.5696193334694821,0.2951681551641484,-0.17544651205713602,-0.5708382891815925,0.5374957986120689,-0.07181062553524499,-0.23172192957874252,-0.27934239711287107,0.0654160148285706,-0.5330991132289441,0.2271788002589095,-0.1306339378231975
