NAC_A,NAC_C,NAC_G,NAC_T
0.3047619047619048,0.22857142857142856,0.19047619047619047,0.2761904761904762
0.2761904761904762,0.29523809523809524,0.14285714285714285,0.2857142857142857
0.2857142857142857,0.12380952380952381,0.22857142857142856,0.3619047619047619
0.21904761904761905,0.2857142857142857,0.26666666666666666,0.22857142857142856
0.26666666666666666,0.22857142857142856,0.19047619047619047,0.3142857142857143
0.3523809523809524,0.1523809523809524,0.10476190476190476,0.3904761904761905
0.21904761904761905,0.2571428571428571,0.11428571428571428,0.4095238095238095
0.24761904761904763,0.17142857142857143,0.2761904761904762,0.3047619047619048
0.3523809523809524,0.19047619047619047,0.17142857142857143,0.2857142857142857
0.17142857142857143,0.2761904761904762,0.34285714285714286,0.20952380952380953
0.14285714285714285,0.3047619047619048,0.3238095238095238,0.22857142857142856
0.2857142857142857,0.10476190476190476,0.24761904761904763,0.3619047619047619
0.26666666666666666,0.3619047619047619,0.17142857142857143,0.2
0.37142857142857144,0.2,0.1619047619047619,0.26666666666666666
0.3142857142857143,0.17142857142857143,0.26666666666666666,0.24761904761904763
0.17142857142857143,0.3904761904761905,0.24761904761904763,0.19047619047619047
0.23809523809523808,0.29523809523809524,0.20952380952380953,0.2571428571428571
0.3523809523809524,0.10476190476190476,0.2571428571428571,0.2857142857142857
0.3142857142857143,0.2571428571428571,0.2,0.22857142857142856
0.2,0.24761904761904763,0.23809523809523808,0.3142857142857143
0.2761904761904762,0.21904761904761905,0.2571428571428571,0.24761904761904763
0.19047619047619047,0.2,0.34285714285714286,0.26666666666666666
0.22857142857142856,0.20952380952380953,0.24761904761904763,0.3142857142857143
0.2,0.3047619047619048,0.23809523809523808,0.2571428571428571
0.3333333333333333,0.18095238095238095,0.21904761904761905,0.26666666666666666
0.3523809523809524,0.19047619047619047,0.1523809523809524,0.3047619047619048
0.1619047619047619,0.3142857142857143,0.41904761904761906,0.10476190476190476
0.2571428571428571,0.19047619047619047,0.20952380952380953,0.34285714285714286
0.21904761904761905,0.26666666666666666,0.3142857142857143,0.2
0.3047619047619048,0.11428571428571428,0.20952380952380953,0.37142857142857144
0.29523809523809524,0.22857142857142856,0.26666666666666666,0.20952380952380953
0.2,0.19047619047619047,0.09523809523809523,0.5142857142857142
0.38095238095238093,0.1523809523809524,0.2,0.26666666666666666
0.24761904761904763,0.2857142857142857,0.2761904761904762,0.19047619047619047
0.20952380952380953,0.2,0.19047619047619047,0.4
0.3142857142857143,0.21904761904761905,0.1619047619047619,0.3047619047619048
0.22857142857142856,0.3047619047619048,0.3238095238095238,0.14285714285714285
0.14285714285714285,0.26666666666666666,0.3047619047619048,0.2857142857142857
0.2857142857142857,0.2761904761904762,0.14285714285714285,0.29523809523809524
0.3047619047619048,0.23809523809523808,0.20952380952380953,0.24761904761904763
0.20952380952380953,0.2761904761904762,0.24761904761904763,0.26666666666666666
0.21904761904761905,0.2857142857142857,0.23809523809523808,0.2571428571428571
0.24761904761904763,0.4,0.23809523809523808,0.11428571428571428
0.3238095238095238,0.19047619047619047,0.20952380952380953,0.2761904761904762
0.13333333333333333,0.42857142857142855,0.2761904761904762,0.1619047619047619
0.3333333333333333,0.20952380952380953,0.20952380952380953,0.24761904761904763
0.1619047619047619,0.41904761904761906,0.21904761904761905,0.2
0.2857142857142857,0.3333333333333333,0.22857142857142856,0.1523809523809524
0.2761904761904762,0.22857142857142856,0.1619047619047619,0.3333333333333333
0.21904761904761905,0.3142857142857143,0.23809523809523808,0.22857142857142856
0.23809523809523808,0.24761904761904763,0.4095238095238095,0.10476190476190476
0.2571428571428571,0.22857142857142856,0.22857142857142856,0.2857142857142857
0.11428571428571428,0.3238095238095238,0.37142857142857144,0.19047619047619047
0.2571428571428571,0.19047619047619047,0.3619047619047619,0.19047619047619047
0.1619047619047619,0.3142857142857143,0.3142857142857143,0.20952380952380953
0.19047619047619047,0.2571428571428571,0.24761904761904763,0.3047619047619048
0.3238095238095238,0.18095238095238095,0.19047619047619047,0.3047619047619048
0.2,0.18095238095238095,0.2761904761904762,0.34285714285714286
