Zcurve12_A.x	Zcurve12_A.y	Zcurve12_A.z	Zcurve12_C.x	Zcurve12_C.y	Zcurve12_C.z	Zcurve12_G.x	Zcurve12_G.y	Zcurve12_G.z	Zcurve12_T.x	Zcurve12_T.y	Zcurve12_T.z
0.0384615384615384	0.0	0.0	0.0	0.0	0.0	0.0096153846153846	-0.009615384615384599	-0.009615384615384602	0.0096153846153846	0.009615384615384595	-0.009615384615384599
0.0	0.0096153846153846	-0.0096153846153846	0.0	0.019230769230769204	0.0192307692307693	0.009615384615384595	-0.0096153846153846	0.0096153846153846	0.0	0.0	0.0
0.0673076923076923	0.0	0.0	0.019230769230769197	0.0	-0.019230769230769204	0.009615384615384706	-0.009615384615384609	-0.009615384615384595	-0.0096153846153846	0.009615384615384602	0.009615384615384609
0.0192307692307692	0.0096153846153846	0.009615384615384595	0.0	0.0192307692307692	0.019230769230769204	-0.009615384615384706	-0.0096153846153846	-0.009615384615384602	0.0	0.0	0.0
0.0192307692307692	0.0	0.0	0.009615384615384602	-0.009615384615384706	0.009615384615384609	0.0	0.0	0.0	-0.009615384615384595	-0.0096153846153846	0.0096153846153846
0.0384615384615384	0.009615384615384602	-0.009615384615384692	0.0	0.0192307692307692	0.01923076923076919	0.0096153846153846	-0.0096153846153846	0.0096153846153846	0.0	0.0	0.0
-0.0576923076923076	-0.009615384615384602	0.009615384615384581	0.0	0.0	0.0	-0.009615384615384595	0.009615384615384599	-0.009615384615384599	0.0	-0.019230769230769197	-0.0192307692307692
0.0769230769230769	0.0	0.0	0.009615384615384595	-0.0096153846153846	0.009615384615384595	0.0	0.0	0.0	-0.009615384615384595	-0.009615384615384595	0.0096153846153846
0.0673076923076923	-0.009615384615384706	0.0096153846153846	0.0	-0.019230769230769204	-0.01923076923076919	-0.009615384615384599	0.009615384615384599	-0.009615384615384706	0.0	0.0	0.0
0.0096153846153846	-0.009615384615384602	0.009615384615384706	0.0	0.0192307692307693	0.019230769230769204	0.009615384615384602	0.009615384615384595	-0.009615384615384595	0.0	0.0	0.0
-0.0096153846153846	0.0	0.0	0.009615384615384599	-0.009615384615384706	0.009615384615384595	0.0	0.0	0.0	-0.0096153846153846	-0.009615384615384609	0.009615384615384599
0.0384615384615384	0.0192307692307692	-0.019230769230769204	0.009615384615384602	-0.009615384615384599	-0.0096153846153846	0.0	0.0	0.0	-0.0096153846153846	0.009615384615384581	0.009615384615384595
0.0	0.0	0.0	0.009615384615384595	-0.009615384615384609	0.009615384615384602	0.0	0.0	0.0	-0.009615384615384602	-0.0096153846153846	0.009615384615384602
0.0961538461538461	0.0	0.0	-0.009615384615384602	-0.009615384615384595	0.009615384615384609	0.009615384615384602	0.009615384615384602	-0.009615384615384595	-0.01923076923076919	0.019230769230769197	0.0
-0.0673076923076923	0.019230769230769197	-0.0192307692307692	0.0096153846153846	-0.0096153846153846	-0.009615384615384595	0.0	0.0	0.0	-0.009615384615384609	0.009615384615384602	0.009615384615384595
-0.0096153846153846	0.009615384615384599	-0.009615384615384595	0.0	0.019230769230769204	0.0192307692307693	0.009615384615384706	-0.0096153846153846	0.009615384615384706	0.0	0.0	0.0
-0.0288461538461538	0.019230769230769204	-0.0192307692307692	0.009615384615384602	0.009615384615384595	0.0096153846153846	0.0	0.0	0.0	-0.009615384615384599	-0.0096153846153846	-0.009615384615384595
0.1923076923076923	0.0	0.0	-0.0096153846153846	-0.009615384615384602	-0.009615384615384595	0.0	-0.019230769230769204	0.0192307692307693	0.009615384615384599	0.009615384615384706	0.009615384615384599
0.0576923076923076	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.009615384615384609	-0.0096153846153846	0.009615384615384599	0.009615384615384602	0.0	0.0	0.0
-0.0096153846153846	-0.009615384615384595	-0.0096153846153846	0.0	0.0	0.0	0.009615384615384602	0.009615384615384609	0.009615384615384595	0.0	-0.0192307692307693	-0.0192307692307693
0.0288461538461538	0.0	0.0	0.0	0.0	0.0	-0.0096153846153846	0.009615384615384599	0.009615384615384706	-0.009615384615384599	-0.009615384615384595	0.009615384615384706
0.048076923076923	-0.0096153846153846	0.0096153846153846	0.0	0.019230769230769204	0.0192307692307692	0.009615384615384595	0.009615384615384609	-0.009615384615384706	0.0	0.0	0.0
-0.048076923076923	0.009615384615384595	0.009615384615384595	0.0	0.0	0.0	0.009615384615384602	-0.009615384615384599	-0.009615384615384602	0.0	-0.019230769230769197	-0.019230769230769204
-0.0384615384615384	0.0	0.0	-0.009615384615384609	0.028846153846153896	0.009615384615384706	-0.009615384615384602	-0.009615384615384595	-0.009615384615384609	0.0	0.0	0.0
0.0769230769230769	-0.009615384615384602	0.009615384615384595	0.0	0.019230769230769204	0.0192307692307693	0.009615384615384602	0.009615384615384602	-0.0096153846153846	0.0	0.0	0.0
0.0865384615384615	-0.009615384615384595	-0.009615384615384595	-0.0096153846153846	0.0096153846153846	0.009615384615384581	0.0	0.0	0.0	0.0192307692307693	0.0	0.0192307692307692
0.0576923076923076	-0.009615384615384599	0.009615384615384602	0.0096153846153846	0.009615384615384602	-0.009615384615384706	0.019230769230769204	0.0	0.0192307692307693	0.0	0.0	0.0
0.0288461538461538	0.0	0.0	-0.009615384615384595	-0.009615384615384602	0.009615384615384609	0.009615384615384706	0.0096153846153846	-0.009615384615384595	-0.019230769230769204	0.0192307692307693	0.0
0.0288461538461538	0.0	0.0	-0.009615384615384602	0.0096153846153846	0.009615384615384706	0.0	0.0	0.0	0.0096153846153846	-0.028846153846153803	0.009615384615384609
-0.0096153846153846	0.009615384615384602	0.009615384615384595	0.0	0.0	0.0	-0.009615384615384599	0.0096153846153846	0.009615384615384595	0.0	0.0	0.0
0.0096153846153846	-0.019230769230769204	0.019230769230769204	0.009615384615384599	0.009615384615384595	-0.009615384615384602	0.0	0.0	0.0	-0.009615384615384602	-0.009615384615384595	0.009615384615384595
-0.1057692307692307	0.0096153846153846	-0.009615384615384602	0.0	-0.019230769230769204	-0.019230769230769315	-0.0096153846153846	-0.0096153846153846	0.009615384615384595	0.0	0.0	0.0
0.1153846153846153	-0.028846153846153803	-0.0096153846153846	0.0	0.0	0.0	-0.009615384615384602	0.009615384615384595	-0.009615384615384595	0.0	0.0	0.0
0.048076923076923	-0.019230769230769197	0.019230769230769204	-0.009615384615384706	0.009615384615384595	0.009615384615384595	0.0	0.0	0.0	0.0096153846153846	-0.009615384615384595	-0.009615384615384595
0.0288461538461538	0.009615384615384602	-0.0096153846153846	0.0	0.0192307692307693	0.01923076923076919	0.009615384615384706	-0.009615384615384595	0.0096153846153846	0.0	0.0	0.0
-0.0384615384615384	0.028846153846153803	0.028846153846153803	0.0	0.0	0.0	-0.009615384615384599	-0.009615384615384595	-0.009615384615384599	0.0	0.0	0.0
0.0	0.019230769230769197	-0.019230769230769315	0.009615384615384595	-0.009615384615384706	-0.0096153846153846	0.0	0.0	0.0	-0.009615384615384595	0.009615384615384602	0.009615384615384595
-0.048076923076923	0.0	0.0	0.009615384615384706	0.009615384615384599	0.0096153846153846	-0.0288461538461538	0.009615384615384595	-0.009615384615384602	0.0	0.0	0.0
0.0	-0.009615384615384602	-0.028846153846153803	0.0	0.0	0.0	-0.009615384615384599	-0.0096153846153846	0.009615384615384706	0.0	0.0	0.0
0.0576923076923076	-0.009615384615384595	-0.009615384615384602	0.0	0.019230769230769204	0.0192307692307693	-0.0096153846153846	0.009615384615384706	0.009615384615384599	0.0	0.0	0.0
0.0096153846153846	0.0096153846153846	-0.009615384615384595	0.0	0.0192307692307692	0.0192307692307693	0.009615384615384595	-0.0096153846153846	0.009615384615384602	0.0	0.0	0.0
0.0	-0.009615384615384602	-0.009615384615384599	0.0	0.019230769230769204	0.019230769230769197	-0.009615384615384602	0.0096153846153846	0.009615384615384595	0.0	0.0	0.0
-0.0576923076923076	0.0	0.0	0.009615384615384609	0.009615384615384609	-0.028846153846153903	0.0	0.0	0.0	-0.009615384615384602	0.009615384615384599	0.009615384615384595
0.0384615384615384	0.0192307692307693	-0.01923076923076919	-0.009615384615384595	-0.0096153846153846	0.009615384615384609	0.0	0.0	0.0	0.009615384615384595	0.009615384615384706	-0.009615384615384609
0.0576923076923076	-0.0192307692307692	0.0192307692307692	-0.009615384615384581	0.009615384615384595	0.009615384615384581	0.0	0.0	0.0	0.009615384615384595	-0.009615384615384595	-0.009615384615384595
0.0673076923076923	0.0192307692307693	-0.0192307692307692	0.009615384615384595	-0.009615384615384599	-0.009615384615384595	0.0	0.0	0.0	-0.009615384615384595	0.009615384615384706	0.0096153846153846
-0.0769230769230769	0.028846153846153903	0.009615384615384602	0.0	0.0	0.0	0.009615384615384595	-0.009615384615384602	0.009615384615384595	0.0	0.0	0.0
0.0769230769230769	0.0	0.0	-0.0096153846153846	-0.009615384615384609	-0.009615384615384595	0.0	-0.019230769230769197	0.019230769230769204	0.009615384615384595	0.009615384615384602	0.009615384615384595
-0.0192307692307692	0.009615384615384595	0.009615384615384602	0.0	0.019230769230769197	0.0192307692307692	-0.009615384615384706	-0.009615384615384595	-0.009615384615384599	0.0	0.0	0.0
0.048076923076923	0.0	0.0	0.0	0.0	0.0	0.009615384615384706	-0.009615384615384595	0.009615384615384595	-0.0288461538461538	0.009615384615384595	0.009615384615384706
0.1057692307692307	-0.019230769230769197	0.019230769230769204	0.009615384615384609	-0.0096153846153846	0.009615384615384595	0.0	0.0	0.0	-0.0096153846153846	0.0096153846153846	-0.009615384615384599
0.0576923076923076	0.009615384615384595	0.009615384615384595	0.0	0.0192307692307692	0.01923076923076919	-0.009615384615384602	-0.009615384615384602	-0.009615384615384595	0.0	0.0	0.0
0.0576923076923076	0.0	0.0	0.0	0.0	0.0	-0.0096153846153846	-0.009615384615384595	0.02884615384615391	-0.009615384615384706	0.009615384615384602	-0.009615384615384609
0.1826923076923076	0.0	0.0	0.0096153846153846	0.0096153846153846	0.009615384615384609	0.0	0.0	0.0	-0.009615384615384599	0.009615384615384599	-0.0288461538461538
-0.0384615384615384	-0.0096153846153846	-0.028846153846153803	0.0	0.0	0.0	-0.009615384615384599	-0.009615384615384602	0.009615384615384609	0.0	0.0	0.0
0.0384615384615384	0.0	0.0	0.009615384615384595	-0.0096153846153846	0.009615384615384706	0.0	0.0	0.0	-0.009615384615384595	-0.009615384615384609	0.009615384615384706
0.0576923076923076	0.01923076923076919	-0.0192307692307693	0.0096153846153846	-0.009615384615384602	-0.009615384615384609	0.0	0.0	0.0	-0.009615384615384602	0.009615384615384602	0.0096153846153846
0.0	0.0096153846153846	0.0096153846153846	0.0	-0.019230769230769204	-0.019230769230769204	0.009615384615384595	-0.009615384615384595	-0.0096153846153846	0.0	0.0	0.0
