CKSNAP_AA.gap0	CKSNAP_AC.gap0	CKSNAP_AG.gap0	CKSNAP_AT.gap0	CKSNAP_CA.gap0	CKSNAP_CC.gap0	CKSNAP_CG.gap0	CKSNAP_CT.gap0	CKSNAP_GA.gap0	CKSNAP_GC.gap0	CKSNAP_GG.gap0	CKSNAP_GT.gap0	CKSNAP_TA.gap0	CKSNAP_TC.gap0	CKSNAP_TG.gap0	CKSNAP_TT.gap0	CKSNAP_AA.gap1	CKSNAP_AC.gap1	CKSNAP_AG.gap1	CKSNAP_AT.gap1	CKSNAP_CA.gap1	CKSNAP_CC.gap1	CKSNAP_CG.gap1	CKSNAP_CT.gap1	CKSNAP_GA.gap1	CKSNAP_GC.gap1	CKSNAP_GG.gap1	CKSNAP_GT.gap1	CKSNAP_TA.gap1	CKSNAP_TC.gap1	CKSNAP_TG.gap1	CKSNAP_TT.gap1	CKSNAP_AA.gap2	CKSNAP_AC.gap2	CKSNAP_AG.gap2	CKSNAP_AT.gap2	CKSNAP_CA.gap2	CKSNAP_CC.gap2	CKSNAP_CG.gap2	CKSNAP_CT.gap2	CKSNAP_GA.gap2	CKSNAP_GC.gap2	CKSNAP_GG.gap2	CKSNAP_GT.gap2	CKSNAP_TA.gap2	CKSNAP_TC.gap2	CKSNAP_TG.gap2	CKSNAP_TT.gap2	CKSNAP_AA.gap3	CKSNAP_AC.gap3	CKSNAP_AG.gap3	CKSNAP_AT.gap3	CKSNAP_CA.gap3	CKSNAP_CC.gap3	CKSNAP_CG.gap3	CKSNAP_CT.gap3	CKSNAP_GA.gap3	CKSNAP_GC.gap3	CKSNAP_GG.gap3	CKSNAP_GT.gap3	CKSNAP_TA.gap3	CKSNAP_TC.gap3	CKSNAP_TG.gap3	CKSNAP_TT.gap3
0.1153846153846153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384602	0.0	0.0	0.0	0.0	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097087378640777	0.0	0.0	0.0	0.0	-0.009708737864077693	0.0	0.0	0.009803921568627513	-0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.009803921568627501	0.0	0.0	0.0	-0.009803921568627503	0.0	0.0	0.0	0.0	0.009900990099009896	-0.00990099009900991	0.0	0.0	0.0	0.0	0.009900990099009903	0.0	0.0	0.0	-0.009900990099009896	0.0	0.0	0.0
0.0673076923076923	0.009615384615384595	0.0	0.0	0.009615384615384609	0.0	-0.009615384615384599	0.0	0.0	-0.009615384615384706	0.0	0.0	0.0	0.0	0.0	0.0	0.0097087378640777	0.009708737864077693	-0.0097087378640777	0.0	0.0	0.0	0.0	0.0	0.0	-0.009708737864077693	0.0	0.0	0.0	0.0	0.0	0.0	0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009803921568627503	0.0	0.0	0.0	0.0098039215686275	0.0	-0.009803921568627395	0.0	0.0	0.009900990099009896	0.0	0.0	0.009900990099009882	0.0	-0.0099009900990099	0.0	0.0	-0.009900990099009903	0.0	0.0	0.0	0.0	0.0	0.0
0.0769230769230769	0.0	0.0	0.0	0.0	0.0	0.0096153846153846	-0.009615384615384602	0.0	0.0	0.009615384615384602	0.0	0.0	0.0	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097087378640777	-0.0097087378640777	0.0	0.0	0.0	0.009708737864077596	0.0	0.0	0.0	-0.009708737864077582	0.0	0.0	0.0098039215686275	-0.009803921568627388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098039215686275	0.0	0.0	0.0	-0.009803921568627388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009896	0.0	0.0	0.00990099009900991	-0.01980198019801982
0.0384615384615384	0.0	0.0	0.0	0.009615384615384595	0.0	-0.009615384615384602	0.0	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097087378640777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009708737864077693	0.0	0.0	0.009708737864077603	0.0	-0.0097087378640776	0.0	0.0	0.0	0.0098039215686275	0.0	0.0098039215686275	0.0	-0.0098039215686275	0.0	0.0	0.0	-0.009803921568627513	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009903	0.0	0.0	0.0	0.0	0.0	0.0	0.0099009900990099	-0.00990099009900991	-0.009900990099009896	0.0	0.0	0.0	0.0	0.0
0.0576923076923076	0.0	0.0	0.0	0.0	-0.009615384615384706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384595	0.0	-0.0097087378640777	0.0	0.009708737864077707	0.0	0.0	0.0	-0.009708737864077603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009708737864077596	0.0	0.0	0.0	0.0	0.0	-0.009803921568627395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009803921568627388	0.0	-0.0099009900990099	0.0	0.009900990099009896	0.0	-0.009900990099009896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009882	0.0	0.0
0.1538461538461538	0.009615384615384602	0.0	0.0	0.009615384615384595	0.0	-0.0096153846153846	0.0	0.0	-0.009615384615384602	0.0	0.0	0.0	0.0	0.0	0.0	0.019417475728155414	0.0	-0.0097087378640777	0.0	0.0	0.0	0.0	0.0	-0.009708737864077603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098039215686275	0.0	-0.009803921568627503	0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009803921568627503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009882	0.009900990099009896	0.0	-0.009900990099009903	0.0	0.0	0.0	0.0	-0.009900990099009896	0.0	0.0	0.0	0.0
0.0673076923076923	-0.009615384615384599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384602	0.0	0.0	-0.009615384615384602	0.0	0.009615384615384595	0.0	0.0	-0.009708737864077603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097087378640777	0.0	0.0	-0.009708737864077693	0.0	0.0097087378640776	0.0	-0.009803921568627388	-0.009803921568627501	0.009803921568627399	0.0	0.0	0.0	0.0	0.0	0.0	0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	-0.0198019801980198	0.0	0.009900990099009903	0.0	0.0	0.0	0.0	0.0	0.009900990099009903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0673076923076923	0.0	0.0	0.0	0.0	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009615384615384595	0.0	-0.0097087378640777	0.0	0.009708737864077693	0.0	0.0	-0.0097087378640776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009708737864077707	0.0	0.0	0.0	0.0	0.0	-0.009803921568627503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009803921568627388	-0.009803921568627395	0.0	0.009803921568627402	0.0	0.0	0.0	0.0	-0.009900990099009896	0.0	0.0	0.0	0.0	-0.009900990099009903	0.0	0.009900990099009896	0.009900990099009896	0.0	0.0	0.0
0.1346153846153846	-0.009615384615384595	0.0	0.0	-0.009615384615384595	0.0	0.0096153846153846	0.0	0.0	0.0096153846153846	0.0	0.0	0.0	0.0	0.0	0.0	-0.009708737864077582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009708737864077693	0.0	0.0	0.0	-0.009708737864077693	0.0	0.0097087378640777	0.0	-0.009803921568627402	0.0	0.009803921568627395	-0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0098039215686275	0.0	0.0	0.0	0.0	-0.00990099009900991	0.0	0.009900990099009903	-0.00990099009900991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009903	0.0	0.0	0.0	0.0
0.0192307692307692	0.0	0.0	0.009615384615384602	0.009615384615384595	0.0	-0.009615384615384602	0.0	0.0	0.0	0.0	-0.009615384615384595	0.0	0.0	0.0	0.0	0.0	0.009708737864077603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009708737864077707	0.0	0.0	0.0097087378640776	0.0	-0.009708737864077693	0.0	0.0	0.009803921568627503	0.0	0.0	0.009803921568627501	0.0	-0.009803921568627402	0.0	0.0	-0.0098039215686275	0.0	0.0	0.0	0.0	0.0	0.0	0.009900990099009896	0.0	0.0	0.0	0.009900990099009903	0.0	-0.009900990099009896	0.0	-0.009900990099009903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
